Item Code,Description
3020250082,DIALYSIS SOLUTION FREE POTASSIUM 5LTR FOR HEAMODIALYSIS/HAEMOFILTRATION STERILE DISPOSABLE
3020250075,COLOSTOMY BAG CLOSED END ONE PIECE STANDARD CLEAR 19-64MM STERILE DISPOSABLE
3020250078,DRAINAGE SYSTEMS PLEURAL UNDER WATER SINGLE CHAMBER STERILE DISPOSABLE
3020250089,DIALYSIS SOLUTION 2MMOL/L POTASSIUM 5LTR FOR HEAMODIALYSIS/HAEMOFILTRATION STERILE DISPOSABLE
3020250103,CUFF BP 2 TUBE WITH CONNECTOR MALE SLIP NEONATAL SIZE 3 (6-11CM) NON-STERILE DISPOSABLE
3020250104,CUFF BP 2 TUBE WITH CONNECTOR MALE SLIP NEONATAL SIZE 1 (3-6CM) NON-STERILE DISPOSABLE
3020250105,CUFF BP 2 TUBE WITH CONNECTOR MALE SLIP NEONATAL SIZE 2 (4-8CM) NON-STERILE DISPOSABLE
3020250117,PROBE SKIN THERMOMETER WITH HYDROGEL FOR OHMEDA GIRAFFE OMNIBED DISPOSABLE
3020250118,COVERS THERMOMETER PROBE FOR ORAL THERMOMETER ADULT STERILE
3020250119,COVERS THERMOMETER PROBE FOR TYMPANIC THERMOMETER ADULT/PEDIA STERILE DISPOSABLE
3020250111,PROBES PULSE OXIMETER SENSOR NEONATAL STERILE DISPOSABLE
3020250139,SURGICAL DRAPES C- ARM COVER ONE PIECE 760X900MM STERILE DISPOSABLE
3020250141,SURGICAL DRAPES COVER CAMERA STERILE DISPOSABLE
3020250143,SURGICAL DRAPES COVER MICROSCOPE STERILE DISPOSABLE
3020250146,COVERS MAYO STAND STERILE DISPOSABLE
3020250148,CUPS ORAL MEDICINE (30ML) STERILE DISPOSABLE
3020250155,ELECTROSURGICAL TIP CLEANER STERILE DISPOSABLE
3020250156,ELECTRODES ELECTROSURGICAL RETURN FOR VALLEYLAB REM POLYHESIVE ADULT NON-STERILE DISPOSABLE
3020250158,BELT CTG ABDOMINAL TRANSDUCER NON-STERILE DISPOSABLE
3020250169,ELECTRODES CARDIAC ELECTROCARDIOGRAPHY RED DOT PRE WIRED NEONATAL 3 LEADES STERILE DISPOSABLE
3020250171,ELECTRODES CARDIAC ELECTROCARDIOGRAPHY ADULT STERILE DISPOSABLE
3020250166,ELECTRODES CARDIAC ELECTROCARDIOGRAPHY PEDIATRIC STERILE DISPOSABLE
3020250167,ELECTRODES RESTING CARDIAC ELECTROCARDIOGRAPHY AQUA-TAC SOLID GEL SIZE 22X34MM STERILE DISPOSABLE
3020250178,LUBRICATING JELLIES 115G STERILE DISPOSABLE
3020250179,GEL ULTRASONIC COUPLING 250ML STERILE DISPOSABLE
3020250183,CANNULA ARTERIAL 20G STERILE DISPOSABLE
3020250190,PAPER THERMAL PRINTING NON-STERILE DISPOSABLE
3020230191,TUBES TRACHEAL ORAL/NASAL CUFFED MURPHY 8.5MM STERILE DISPOSABLE
3020230198,TUBES TRACHEAL ORAL/NASAL CUFFED MURPHY 8MM STERILE DISPOSABLE
3020240241,SUTURE UNITS AUTOMATED ENDOCLINCH WITH ON/OFF RACHET SWITCH 5MM/31CM STERILE DISPOSABLE(6’s)
3020230209,TUBES TRACHEAL ORAL UNCUFFED PREFORMED 5.5MM STERILE DISPOSABLE
3020230210,TUBES TRACHEAL ORAL/NASAL LOW PRESSURE CUFFED MURPHY 5.5MM STERILE DISPOSABLE
3020230211,TUBES TRACHEAL ORAL/NASAL CUFFED MURPHY 6.5MM STERILE DISPOSABLE
3020230212,TUBES TRACHEAL ORAL/NASAL CUFFED MURPHY 7MM STERILE DISPOSABLE
3020230213,TUBES TRACHEAL ORAL/NASAL CUFFED MURPHY 6MM STERILE DISPOSABLE
3020230214,TUBES TRACHEAL ORAL/NASAL CUFFED MURPHY 7.5MM STERILE DISPOSABLE
3020230217,TUBES TRACHEAL NASAL UNCUFFED PREFORMED 4.5MM STERILE DISPOSABLE
3020230218,TUBES TRACHEAL NASAL UNCUFFED PREFORMED 5MM STERILE DISPOSABLE
3020240242,SUTURE UNITS AUTOMATED ENDOCLIP PISTOL GRIP CLIP APPLIER 10MM STERILE DISPOSABLE
3020250003,SPIROMETERS INCENTIVE PEDIATRIC STERILE DISPOSABLE
3020250004,SPIROMETERS MOUTH STERILE DISPOSABLE
3020250005,ARTIFICIAL AIRWAYS LARYNGEAL MASK PEDIATRIC SIZE 1.5 STERILE DISPOSABLE
3020250006,ARTIFICIAL AIRWAYS LARYNGEAL MASK ADULT SMALL SIZE 3 STERILE DISPOSABLE
3020230221,TUBES TRACHEAL ORAL CUFFED PREFORMED 5.5MM STERILE DISPOSABLE
3020230222,TUBES TRACHEAL ORAL CUFFED PREFORMED 5MM STERILE DISPOSABLE
3020230223,TUBES TRACHEAL ORAL CUFFED PREFORMED 8MM STERILE DISPOSABLE
3020230224,TUBES TRACHEAL NASAL CUFFED PREFORMED MURPHY 7MM STERILE DISPOSABLE
3020230226,TUBES TRACHEAL ORAL UNCUFFED PREFORMED 4MM STERILE DISPOSABLE
3020230227,TUBES TRACHEAL ORAL UNCUFFED PREFORMED 6MM STERILE DISPOSABLE
3020230229,TUBES TRACHEAL ORAL UNCUFFED PREFORMED 5MM STERILE DISPOSABLE
3020250018,MASKS ANESTHESIA ADULT SMALL SIZE 3 STERILE DISPOSABLE
3020250010,ARTIFICIAL AIRWAYS LARYNGEAL MASK ADULT MEDIUM SIZE 4 STERILE DISPOSABLE
3020250011,ARTIFICIAL AIRWAYS LARYNGEAL MASK ADULT SIZE 5 STERILE DISPOSABLE
3020250012,ARTIFICIAL AIRWAYS LARYNGEAL MASK PEDIATRIC SIZE 2 STERILE DISPOSABLE
3020250013,ARTIFICIAL AIRWAYS LARYNGEAL MASK PEDIATRIC SIZE 2.5 STERILE DISPOSABLE
3020250014,ARTIFICIAL AIRWAYS LARYNGEAL MASK PEDIATRIC SIZE 1 STERILE DISPOSABLE
3020250016,ARTIFICIAL AIRWAYS NASOPHARYNGEAL PVC SIZE 7MM STERILE DISPOSABLE
3020250017,ARTIFICIAL AIRWAYS NASOPHARYNGEAL PVC SIZE 8MM STERILE DISPOSABLE
3020250019,MASKS AIR-OXYGEN NON-REBREATHING LARGE ADULT STERILE DISPOSABLE
3020230235,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 4MM STERILE DISPOSABLE
3020230230,TUBES TRACHEAL ORAL UNCUFFED PREFORMED 6.5MM STERILE DISPOSABLE
3020230236,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 5.5MM STERILE DISPOSABLE
3020230231,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 2.5MM STERILE DISPOSABLE
3020230237,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 5MM STERILE DISPOSABLE
3020230232,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 3.5MM STERILE DISPOSABLE
3020230238,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 6.5MM STERILE DISPOSABLE
3020230233,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 3MM STERILE DISPOSABLE
3020230234,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 4.5MM STERILE DISPOSABLE
3020230239,TUBES TRACHEAL ORAL/NASAL UNCUFFED MURPHY 6MM STERILE DISPOSABLE
3020250020,MASKS VENTED FULL FACE WITH ANTI-ASPHYXIA VALVE WITH BUILT MEDIUM STERILE DISPOSABLE
3020250021,MASKS TRACHEOSTOMY ADULT STERILE DISPOSABLE
3020250022,MASKS TRACHEOSTOMY PEDIATRIC STERILE DISPOSABLE
3020230240,TUBES TRACHEAL ORAL CUFFED PREFORMED 6MM STERILE DISPOSABLE
3020230241,TUBES TRACHEAL ORAL CUFFED PREFORMED 7.5M STERILE DISPOSABLE
3020230243,TUBES TRACHEAL ORAL CUFFED PREFORMED 7MM STERILE DISPOSABLE
3020230244,TUBES TRACHEAL ORAL/NASAL LOW PRESSURE CUFFED MURPHY 3MM STERILE DISPOSABLE
3020230245,TUBES TRACHEAL ORAL/NASAL LOW PRESSURE CUFFED MURPHY 3.5MM STERILE DISPOSABLE
3020230246,TUBES TRACHEAL ORAL/NASAL LOW PRESSURE CUFFED MURPHY 4MM STERILE DISPOSABLE
3020230247,TUBES TRACHEAL ORAL/NASAL LOW PRESSURE CUFFED MURPHY 4.5MM STERILE DISPOSABLE
3020230248,TUBES TRACHEAL ORAL/NASAL CUFFED REINFORCED 4.5MM STERILE DISPOSABLE
3020230255,TUBES TRACHEAL ORAL/NASAL CUFFED REINFORCED 4MM STERILE DISPOSABLE
3020230256,TUBES TRACHEAL ORAL/NASAL CUFFED REINFORCED 5.5MM STERILE DISPOSABLE
3020230257,TUBES TRACHEAL ORAL/NASAL CUFFED REINFORCED 5MM STERILE DISPOSABLE
3020230262,TUBES TRACHEAL ORAL/NASAL CUFFED REINFORCED 7MM STERILE DISPOSABLE
3020230264,TUBES TRACHEAL ORAL/NASAL UNCUFFED REINFORCED 3.5MM STERILE DISPOSABLE
3020230265,TUBES TRACHEAL ORAL/NASAL UNCUFFED REINFORCED 4MM STERILE DISPOSABLE
3020230266,TUBES TRACHEAL ORAL UNCUFFED PREFORMED 4.5MM STERILE DISPOSABLE
3020230270,TUBES TRACHEAL NASAL UNCUFFED PREFORMED 5.5MM STERILE DISPOSABLE
3020230268,TUBES TRACHEAL ORAL/NASAL LOW PRESSURE CUFFED MURPHY 5MM STERILE DISPOSABLE
3020230272,TUBES TRACHEAL NASAL UNCUFFED PREFORMED 6MM STERILE DISPOSABLE
3020230275,TUBES MIDDLE EAR MYRINGOTOMY VENTILATION SILICONE T-SHAPE 1.14X12MM STERILE DISPOSABLE
3020240157,STAPLERS SKIN MINOR WOUND STERILE DISPOSABLE
3020230139,TUBES EXTENSION WITH 3-WAY STOPCOCK 10CM STERILE DISPOSABLE
3020230145,CATHETERS MOUNT STERILE DISPOSABLE
3020230146,CATHETERS HEMODIALYSIS SUBCLAVIAN TRIPLE LUMEN 12FRX15CM STERILE DISPOSABLE
3020230147,DRESSINGS STABILIZATION LINE AND TUBE MEDIUM 9X3.5CM STERILE DISPOSABLE
3020230148,DRESSINGS STABILIZATION LINE AND TUBE SMALL 7.7X2.2CM STERILE DISPOSABLE
3020230150,FLOWMETERS INTRAVENOUS INFUSION RATE STERILE DISPOSABLE
3020230151,INTRAVENOUS LINE CONNECTORS NEEDLELESS INFILTRATION TUBE SINGLE SPIKE STERILE DISPOSABLE
3020230154,TUBES FEEDING ENTERAL SIZE 12 STERILE DISPOSABLE
3020230161,TUBES FEEDING ENTERAL SIZE 5 STERILE DISPOSABLE
3020230156,TUBES FEEDING ENTERAL SIZE 4 STERILE DISPOSABLE
3020230157,TUBES FEEDING ENTERAL SIZE 10 STERILE DISPOSABLE
3020230158,TUBES FEEDING ENTERAL SIZE 14 STERILE DISPOSABLE
3020230162,TUBES FEEDING ENTERAL SIZE 6 STERILE DISPOSABLE
3020230163,TUBES FEEDING ENTERAL SIZE 8 STERILE DISPOSABLE
3020230168,TUBES NASOGASTRIC FEEDING DOUBLE LUMEN PVC 14FRX48CM STERILE DISPOSABLE
3020240052,SKIN STAPLE REMOVER STERILE DISPOSABLE
3020240053,SUTURE UNITS AUTOMATED CLOSURE DEVICE 14G STERILE DISPOSABLE
3020240045,CLIPS SURGICAL LIGATING SIZE 6 SMALL 36 CARTRIDGE STERILE DISPOSABLE
3020240047,CLIPS SURGICAL LIGATING SIZE 6 MEDIUM 36 CARTRIDGE STERILE DISPOSABLE
3020230179,TUBES TRACHEAL NASAL CUFFED PREFORMED MURPHY 7.5MM STERILE DISPOSABLE
3020250321,CAPS NURSE BOUFFANT DOUBLE ELASTIC NON-WOVEN 45CM-60CM NON-STERILE DISPOSABLE
3020250328,GOWNS SURGICAL SINGLE X-LARGE STERILE DISPOSABLE
3020250329,GOWNS ISOLATION 23GM YELLOW STERILE DISPOSABLE
3020250330,GOWNS SURGICAL SINGLE LARGE STERILE DISPOSABLE
3020250332,LUBRICATING JELLIES 5G STERILE DISPOSABLE
3020250337,COVERS SHOE NON-CONDUCTIVE NON-WOVEN NON-STERILE DISPOSABLE
3020250338,CAPS SURGEONS ONE SIZE FITS ALL NYLON/PLASTIC STERILE DISPOSABLE
3020250526,BANDAGES CASTING FIBERGLASS ROLL 7.5CMX3.6M WHITE STERILE DISPOSABLE
3020250527,BANDAGES CASTING FIBERGLASS ROLL 10CMX3.6M WHITE STERILE DISPOSABLE
3020250343,BEDPANS PLASTIC NON-STERILE DISPOSABLE
3020250344,STENTS URETERAL 8FR 30CM WITH BALL 24FR STERILE DISPOSABLE
3020250528,BANDAGES CASTING FIBERGLASS ROLL 12.5CMX3.6M WHITE STERILE DISPOSABLE
3020250529,BANDAGES CASTING FIBERGLASS ROLL 5CMX3.6M WHITE STERILE DISPOSABLE
3020250354,HOOKS AMNIOTOMY PLASTIC STERILE DISPOSABLE
3020250364,BASINS KIDNEY SHAPED NON-STERILE DISPOSABLE
3020250365,BLANKETS WARMING FOR LOWER BODY 91X152CM NON-STERILE DISPOSABLE
3020250366,BLANKETS WARMING FOR FULL BODY 91X213CM NON-STERILE DISPOSABLE
3020250367,BLANKETS WARMING FOR UPPER BODY 61X198CM NON-STERILE DISPOSABLE
3020250557,CUFFS PNEUMATIC PERIPHERAL COMPRESSION SLEEVE KNEE LENGTH LARGE STERILE DISPOSABLE
3020250558,CUFFS PNEUMATIC PERIPHERAL COMPRESSION SLEEVE KNEE LENGTH MEDIUM STERILE DISPOSABLE
3020250560,CUFFS PNEUMATIC PERIPHERAL COMPRESSION SLEEVE THIGH LENGTH MEDIUM STERILE DISPOSABLE
3020250383,TUB BATHING PLASTIC NON-STERILE DISPOSABLE
3020250566,STOCKINETTE IMPERVIOUS LARGE 30CMX122CM STERILE DISPOSABLE
3020250570,VASCULAR LOOPS 1X406MM BLUE STERILE DISPOSABLE (2's)
3020250388,SLIPPERS FOR PATIENT NON-STERILE DISPOSABLE
3020250390,SWAB STICK APPLICATOR TRIPLE WITH CHLORHEXIDINE GLUCONATE 2% AND ISOPROPYL ALCOHOL 70% 5.25ML NON-STERILE DISPOSABLE
3020250397,URINALS PLASTIC NON-STERILE DISPOSABLE
3020250577,CIRCUMCISION DEVICE PLASTIC 1.2CM STERILE DISPOSABLE
3020250578,CIRCUMCISION DEVICE PLASTIC 1.3CM STERILE DISPOSABLE
3020250579,CIRCUMCISION DEVICE PLASTIC 1.1CM STERILE DISPOSABLE
3020250581,CIRCUMCISION DEVICE PLASTIC 1.4CM STERILE DISPOSABLE
3020250214,STOCKINETTE UNDERCAST SYNTHETIC ELASTIC ROLL 5CMX22.8M NON-STERILE DISPOSABLE
3020250218,ORTHOSES LOWER LIMB KNEE IMMOBILIZER 106CM NON-STERILE DISPOSABLE
3020250220,BANDAGES SKIN TRACTION ADULT KIT STERILE DISPOSABLE
3020250399,SURGICAL DRAPES UTILITY STERILE DISPOSABLE
3020250401,GUIDE WIRE EXTERNAL TORQUE DEVICES STANDARD STRAIGHT TIP COATED STAINLESS STEEL 0.35X145CM STERILE DISPOSABLE
3020250584,BLADES SURGICAL SCALPEL MINI SIZE ROUNDED STRAIGHT SHARP DOUBLE BEVEL 69 STERILE DISPOSABLE
3020250586,BLADES SHAVER ARTHROSCOPIC RAZORCUT STRAIGHT PURPLE  3.5MM STERILE DISPOSABLE
3020250587,BLADES SHAVER ARTHROSCOPIC RAZORCUT STRAIGHT VIOLET 4.5MM STERILE DISPOSABLE
3020250589,BLADES SHAVER ARTHROSCOPIC FULL RADIUS 5.5MM STERILE DISPOSABLE
3020250590,BLADES MANUAL RAZOR SHAVER STERILE DISPOSABLE
3020250232,FILTERS VENTILATOR TRACHEOSTOMY HEAT AND MOISTURE EXCHANGER WITH FEMALE CONNECTOR 15MM STERILE DISPOSABLE
3020250411,TRAPS MUCUS SINGLE CHAMBER NEWBORN STERILE DISPOSABLE
3020250415,SURGICAL CLOSED WOUND DRAINAGE  6.35MM STERILE DISPOSABLE
3020250416,SKIN MARKER FOR SURGICAL INCISION SITES STERILE DISPOSABLE
3020250418,BRUSHES CLEANING SURGICAL SCRUB WITH CHLORHEXIDINE STERILE DISPOSABLE (40's)
3020250595,ENTERAL FEEDING BAGS 1L FEED 1L FLUSH STERILE DISPOSABLE
3020250236,MASKS AIR-OXYGEN AEROSOL ADMINISTRATION ADULT STERILE DISPOSABLE
3020250238,MASKS AIR-OXYGEN AEROSOL ADMINISTRATION PEDIATRIC STERILE DISPOSABLE
3020250242,MASKS NEBULIZER WITH ELASTIC HEAD STRAP AND TUBING ADULT STERILE DISPOSABLE
3020250243,MASKS NEBULIZER WITH ELASTIC HEAD STRAP AND TUBING PEDIATRIC STERILE DISPOSABLE
3020250244,MASKS AIR-OXYGEN NON-REBREATHING PEDIATRIC STERILE DISPOSABLE
3020250424,BOWLS MIXING WITH FILTER STERILE DISPOSABLE
3020250425,ORTHOPEDIC CEMENT 1X40 STERILE DISPOSABLE
3020250248,BUBBLE HUMIDIFIERS USED WITH SUPPLEMENTAL OXYGEN THERAPY STERILE DISPOSABLE
3020250252,BREATHING CIRCUITS DUAL FLOAT CHAMBER Y PIECE 1.5METER STERILE DISPOSABLE
3020250258,BREATHING CIRCUITS EXPANDABLE PEDIATRIC 101-254CM STERILE DISPOSABLE
3020250256,BREATHING CIRCUITS ADULT WITH 3L BAG AND FILTER AND 1.5M LENGTH STERILE DISPOSABLE
3020250437,SPECULA VAGINAL LARGE STERILE DISPOSABLE
3020250259,FILTER HEAT MOISTURE EXCHANGER WITH CO2 PORT/HME STERILE DISPOSABLE
3020250260,BREATHING CIRCUITS T-PIECE INFANT WITH 0.5L BAG AND 1.8M LENGTH STERILE DISPOSABLE
3020250262,VENTILATORS INTENSIVE CARE NEONATAL/PEDIATRIC BUBBLE CPAP SYSTEM STERILE DISPOSABLE
3020250265,TUBES NASAL CPAP UNIVERSAL STANDARD STERILE DISPOSABLE
3020250446,SPECULA VAGINAL MEDIUM STERILE DISPOSABLE
3020250447,SPECULA VAGINAL SMALL STERILE DISPOSABLE
3020250449,URINARY COLLECTION BAGS ADULT 2000ML STERILE DISPOSABLE
3020250269,BREATHING CIRCUITS VENTILATOR INFANT WITH DUAL LIMB LINE 4L/MIN STERILE DISPOSABLE
3020250458,ABSORPTION PADS LINEN PROTECTION 60CMX90CM NON-STERILE DISPOSABLE
3020250459,SOOTHIE NEWBORN STERILE DISPOSABLE
3020250461,CONDOMS MALE FOR ULTRASOUND PROBE STERILE DISPOSABLE
3020250281,HAND SCRUB SURGICAL LIQUID 4% 1000ML STERILE DISPOSABLE
3020250282,DISINFECTANT SOLUTION CHLORHEXIDINE GLUCONATE 0.05% 100ML STERILE DISPOSABLE
3020270082,BANDAGES CASTING PLASTER GYPSUM ROLL WHITE 10CMX2.7 M STERILE DISPOSABLE
3020280046,MASKS ANESTHESIA PEDIA 2 STERILE DISPOSABLE
3020280047,CANISTER SUCTION LINER WITH SOLIDIFIER 1500ML STERILE DISPOSABLE
3020280048,WASTE-DISPOSAL UNITS SHARPS 21LTR NON-STERILE DISPOSABLE
3020280049,BAG VOMITING 1.5LTR NON-STERILE DISPOSABLE
3020290097,BLOOD COLLECTION TUBE HOLDERS STERILE DISPOSABLE
3080810045,J CLOTH CLEANING MULTIPURPOSE WHITE PACK
3160300004,SOLUTION INTRAVENOUS DEXTROSE 10% 500ML BOTTLE STERILE DISPOSABLE
3160300030,DISINFECTANT SOLUTION CHLORHEXIDINE GLUCONATE 1% AND ETHYL ALCOHOL 61% WITH MOISTURIZER 500ML STERILE DISPOSABLE
3020290080,TUBES BLOOD COLLECTION EVACUATED COAGULATION SODIUM CITRATE 3.2% SIZE 4.5-5ML DRAW 2.7ML LIGHT BLUE CAP STERILE DISPOSABLE
3020290081,TUBES BLOOD COLLECTION EVACUATED K3-EDTA SIZE 2-5ML LAVENDER CAP BLACK RING STERILE DISPOSABLE
3020290082,TUBES BLOOD COLLECTION LITHIUM HEPARIN SIZE 4-5ML GREEN CAP BLACK RING STERILE DISPOSABLE
3020290083,TUBES BLOOD COLLECTION EVACUATED SERUM CLOT ACTIVATOR SIZE 6-7ML DRAW 5.5ML RED CAP BLACK RING STERILE DISPOSABLE
3160300037,WATER STERILE FOR INJECTION 5ML AMPULE STERILE DISPOSABLE
3160300038,WATER STERILE FOR INJECTION 10ML AMPULE STERILE DISPOSABLE
3160300035,WATER FOR IRRIGATION 1000ML BOTTLE STERILE  DISPOSABLE
3160300047,SOLUTION INTRAVENOUS NORMAL SALINE 0.9% 10ML AMPULE STERILE DISPOSABLE
3160300055,TUBES BLOOD COLLECTION SODIUM FLUORIDE/ POTASSIUM OXALATE 3ML GRAY CAP STERILE DISPOSABLE
3160300048,SOLUTION INTRAVENOUS NORMAL SALINE 0.9% 5ML AMPULE STERILE DISPOSABLE
3160300049,SOLUTION INTRAVENOUS NORMAL SALINE 0.9% 50/100ML STERILE DISPOSABLE
3160300050,SOLUTION INTRAVENOUS NORMAL SALINE 0.9% 100/150ML STERILE DISPOSABLE
3020310015,POUCHES STERILIZATION SELF SEALING FLAT 200MMX400MM STERILE DISPOSABLE
3160300060,SOLUTION IRRIGATION NORMAL SALINE 0.9% 3000ML BAG STERILE DISPOSABLE
3160300068,SOLUTION INTRAVENOUS NORMAL SALINE 0.45% 500ML BOTTLE STERILE DISPOSABLE
3020230292,HOLDER ENDOTRACHEAL NON-STERILE DISPOSABLE
3020230288,CATHETERS TRACHEAL SUCTION CLOSED SYSTEM 12FR WITH CONTROL VALVE  STERILE DISPOSABLE
3020240244,STAPLERS SURGICAL LINEAR ULTRA UNIVERSAL 12MM 16CM STERILE DISPOSABLE
3020240245,RELOAD STAPLER VASCULAR MEDIUM TAN ARTICULATING 60MM STERILE DISPOSABLE
3020240246,RELOAD STAPLER MEDIUM THICK PURPLE ARTICULATING 60MM STERILE DISPOSABLE
3020240247,RELOAD STAPLER EXTRA THICK BLACK ARTICULATING 60MM STERILE DISPOSABLE
3020240248,RELOAD STAPLER VASCULAR MEDIUM TAN ARTICULATING 45MM STERILE DISPOSABLE
3020240253,TROCARS ABDOMINAL LAPAROSCOPIC  STANDARD WITH FIXATION CANNULA 12MM STERILE DISPOSABLE
3020240254,SUTURE UNITS AUTOMATED LAPAROSCOPIC SEALER/DIVIDER BLUNT TIP 5MMX37CM STERILE DISPOSABLE
3020240252,TROCARS ABDOMINAL LAPAROSCOPIC BLADELESS STANDARD WITH FIXATION CANNULA 5MM STERILE DISPOSABLE
3020290020,SWAB SPECIMEN COLLECTION/TRANSPORTATION SWAB PLAIN STERILE DISPOSABLE
3020270009,BANDAGES COMPRESSION/SUPPORT ELASTIC NON ADHESIVE LATEX FREE ROLL 15CMX2.7M STERILE DISPOSABLE
3020290064,TUBES BLOOD COLLECTION CAPILLARY/MICRO SAMPLE SERUM SEPARATOR CLOT ACTIVATOR SIZE 0.4-0.8ML GOLD CAP NON-STERILE DISPOSABLE
3020270013,DRESSING TRAY MEDIUM STERILE DISPOSABLE
3020270029,BANDAGES CASTING PLASTER GYPSUM ROLL WHITE 12.5CMX2.7M STERILE DISPOSABLE
3020270030,SPONGE SURGICAL PEANUT/PLEDGES X-RAY DETECTABLE 9.5MM STERILE DISPOSABLE (5’S)
3020270041,EYE SHIELD UNIVERSAL ADULT STERILE DISPOSABLE
3020270053,GAUZE SWAB X-RAY DETECTABLE 16-PLY 10CMX10CM STERILE DISPOSABLE (10's)
3020250611,BLADES SURGICAL SCALPEL CARBON STEEL SIZE 22 STERILE DISPOSABLE(100's)
3020250612,CAUTERY PATIENT PLATE PEDIATRIC STERILE DISPOSABLE
3020270059,BANDAGES CASTING PLASTER GYPSUM ROLL WHITE 15CMX2.7M STERILE DISPOSABLE
3020270060,BANDAGES CASTING PLASTER GYPSUM ROLL WHITE 20CMX2.7M STERILE DISPOSABLE
3020270061,BANDAGES CASTING PLASTER GYPSUM ROLL WHITE 7.5CMX2.7M STERILE DISPOSABLE
3020270064,BANDAGES CASTING PLASTER GYPSUM ROLL WHITE 5CMX2.7M STERILE DISPOSABLE
3020250615,BLADES SURGICAL SCALPEL SIZE 11 STERILE DISPOSABLE
3020250616,BLADES SURGICAL SCALPEL SIZE 15 STERILE DISPOSABLE
3020270070,SPONGE ABSORBABLE GELATIN HEMOSTATIC 70X50X1MM STERILE DISPOSABLE
3020270071,SPONGE SURGICAL PATTIES NEUROSURGERY X-RAY DETECTABLE 25MMX75MM STERILE DISPOSABLE (50's)
3020260030,DRESSINGS IMPREGNATED ANTIMICROBIAL AEROSOL SPRAY 100ML STERILE DISPOSABLE
3020250301,BLADES SURGICAL SCALPEL MICROSURGERY CLEARPORT 1.1MM STERILE DISPOSABLE
3020250300,BLADES SURGICAL SCALPEL MICROSURGERY SLIT ANGLED BEVEL UP FULL HANDLE 2.75MM STERILE DISPOSABLE
3020250302,BLADES SURGICAL SCALPEL MICROSURGERY SLIT ANGLED BEVEL UP FULL HANDLE 2.85MM STERILE DISPOSABLE
3020250482,WASTE-DISPOSAL UNITS SHARPS 5-QRT RED NON-STERILE DISPOSABLE
3020250485,WASTE DISPOSAL UNITS SHARPS SMALL WITH LOCKING 1.5LTR YELLOW NON-STERILE DISPOSABLE
3020250486,WASTE-DISPOSAL UNITS SHARPS ROUND 6-7LTR YELLOW NON-STERILE DISPOSABLE
3020250487,NEEDLE LUER ADAPTER MULTI SAMPLE WITH VALVE STERILE DISPOSABLE
3020250304,CLAMPS EXTERNAL OCCLUSION UMBILICAL CORD STERILE DISPOSABLE
3020250308,CASSETTE MEDICATION RESERVOIR 50ML STERILE REUSABLE
3020250311,STOPPER IV ACCESS YELLOW STERILE DISPOSABLE
3020250312,GUIDE WIRE EXTERNAL TORQUE DEVICES STANDARD STRAIGHT COATED STAINLESS STEEL 0.25X145CM STERILE DISPOSABLE
3020251001,ADAPTOR OXYGEN NIPPLE STERILE REUSABLE
3020251010,URETERAL STENT SET 6FRX26CM
3020251011,URETERAL STENT SET 6FRX28CM
3020250817,RETRACTORS SURGICAL EYE IRIS STERILE DISPOSABLE ( 5's)
3192400275,SUTURE MERSILK BLACK 1 #W338H
3192400276,SUTURE MERSILK BLACK 2/0 13X60CM
3192400279,"SUTURE PDS  PLUS 4-0 RB-1(RB 90CM, 17MM) # PDP9109H"
3192105621,SUIT BAG HEAT LOSS PERVENTION PLASTIC NEONATE LESS THAN 1KG
3192400308,SUTURE PROLENE 7/0 # W8702
3192104885,GUIDEWIRE SENSOR TIP 0.35X150 #670-305
3192400374,SUTURE VICRYL  PLUS 3/0 70 CM #VCP305H
3192105645,STRATA ADJUSTABLE VALVE NCS REGULAR #42365
3192104296,CSF-VENT CATH STANDARD BAR IMP 23CM
3192800326,IM Screw 3.7mmx75mm #2253-075-37
3192105655,EDSIII + VENTRICULAR CATHETER # 821730
3192301008,BROVIAC 6.6 FR SINGLE LUMEN CV CATHETER
3192301041,CATHETER ANGIOGRAPHIC SOFT-VU MPA 5F STERILE DISPOSABLE
3192301052,CLOSED SUCTION SET 6 FR
3192301053,CLOSED SUCTION SET 8 FR
3192400240,"SUTURE ETHILON BLACK  6/0, 45CM"
3192100107,DISPOSABLE SUBCUTANEOUS CATHETER PASSER 38MM#48407
3192101616,"ARM BOARD 2"" X 4"""
3192101617,"ARM BOARD 2"" X 6"""
3192102924,MESH SURGICAL 3D-SHAPED POLYPROPYLENE MONOFILAMENT LEFTT LARGE 4.1X6.2 INCHES STERILE DISPOSABLE
3192101660,BLOOD EXCHANGE TRANSFUSION TRAY
3192102402,BLADES SAW SAGITTAL 25.0MMX1.27MMX100MM STERILE DISPOSABLE
3192102119,BLADE LARYNGOSCOPE MACINTOSH SIZE 3
